input_data,target_data
ত/ো/র/ /ক/প/া/ল/ে,তোর কপালে
তোর*কপ**ে,তোর কপালে
তোর ক*লা,তোর কালা
ত-ো-র- -ক-া-ল-া,তোর কালা
ত/ো/র/ /ক/া/ল/া,তোর কালা
তোর**ালা,তোর কালা
তোর*দিদি,তোর দিদি
ত-ো-র- -দ-ি-দ-ি,তোর দিদি
ত/ো/র/ /দ/ি/দ/ি,তোর দিদি
ত*র*দ*দ*,তোর দিদি
তোর**বীর,তোর *বীর
ত-ো-র- -*-ব-ী-র,তোর *বীর
ত/ো/র/ /*/ব/ী/র,তোর *বীর
তোর**বীর,তোর *বীর
তোর ন*নি,তোর নানি
ত-ো-র- -ন-া-ন-ি,তোর নানি
ত/ো/র/ /ন/া/ন/ি,তোর নানি
*ো* ন**ি,তোর নানি
তোর *ানির,তোর নানির
ত-ো-র- -ন-া-ন-ি-র,তোর নানির
ত/ো/র/ /ন/া/ন/ি/র,তোর নানির
তোর*না**র,তোর নানির
ত*র নানী,তোর নানী
ত-ো-র- -ন-া-ন-ী,তোর নানী
ত/ো/র/ /ন/া/ন/ী,তোর নানী
*োর**ানী,তোর নানী
তোর ন*নীর,তোর নানীর
ত-ো-র- -ন-া-ন-ী-র,তোর নানীর
ত/ো/র/ /ন/া/ন/ী/র,তোর নানীর
তোর না*ীর,তোর নানীর
তোর পা*াই,তোর পাছাই
ত-ো-র- -প-া-ছ-া-ই,তোর পাছাই
ত/ো/র/ /প/া/ছ/া/ই,তোর পাছাই
তোর প*ছাই,তোর পাছাই
তোর পা*ায়,তোর পাছায়
ত-ো-র- -প-া-ছ-া-য়,তোর পাছায়
ত/ো/র/ /প/া/ছ/া/য়,তোর পাছায়
*োর পা*ায়,তোর পাছায়
তোর পুটকি*ে,তোর পুটকিতে
ত-ো-র- -প-ু-ট-ক-ি-ত-ে,তোর পুটকিতে
ত/ো/র/ /প/ু/ট/ক/ি/ত/ে,তোর পুটকিতে
*োর পুট**ত*,তোর পুটকিতে
তোর *োঁদে,তোর পোঁদে
ত-ো-র- -প-ো-ঁ-দ-ে,তোর পোঁদে
ত/ো/র/ /প/ো/ঁ/দ/ে,তোর পোঁদে
তোর পো**ে,তোর পোঁদে
তোর *োদে,তোর পোদে
ত-ো-র- -প-ো-দ-ে,তোর পোদে
ত/ো/র/ /প/ো/দ/ে,তোর পোদে
তো* প*দ*,তোর পোদে
তোর *উকে,তোর বউকে
ত-ো-র- -ব-উ-ক-ে,তোর বউকে
ত/ো/র/ /ব/উ/ক/ে,তোর বউকে
তোর*ব*কে,তোর বউকে
তোর বউয়*র,তোর বউয়ের
ত-ো-র- -ব-উ-য়-ে-র,তোর বউয়ের
ত/ো/র/ /ব/উ/য়/ে/র,তোর বউয়ের
ত*র বউ**র,তোর বউয়ের
তোর *উরে,তোর বউরে
ত-ো-র- -ব-উ-র-ে,তোর বউরে
ত/ো/র/ /ব/উ/র/ে,তোর বউরে
*ো***উরে,তোর বউরে
তোর বাং*াদেশের,তোর বাংলাদেশের
ত-ো-র- -ব-া-ং-ল-া-দ-ে-শ-ে-র,তোর বাংলাদেশের
ত/ো/র/ /ব/া/ং/ল/া/দ/ে/শ/ে/র,তোর বাংলাদেশের
তোর ব*ং*াদ**ের,তোর বাংলাদেশের
তোর*বাপকে,তোর বাপকে
ত-ো-র- -ব-া-প-ক-ে,তোর বাপকে
ত/ো/র/ /ব/া/প/ক/ে,তোর বাপকে
*োর বাপকে,তোর বাপকে
তোর বাপ*ে,তোর বাপরে
ত-ো-র- -ব-া-প-র-ে,তোর বাপরে
ত/ো/র/ /ব/া/প/র/ে,তোর বাপরে
ত*র বাপর*,তোর বাপরে
তোর বা*ে,তোর বাপে
ত-ো-র- -ব-া-প-ে,তোর বাপে
ত/ো/র/ /ব/া/প/ে,তোর বাপে
*োর*বাপে,তোর বাপে
তোর ব*পের,তোর বাপের
ত-ো-র- -ব-া-প-ে-র,তোর বাপের
ত/ো/র/ /ব/া/প/ে/র,তোর বাপের
তোর *াপ*র,তোর বাপের
ত*র বাবাকে,তোর বাবাকে
ত-ো-র- -ব-া-ব-া-ক-ে,তোর বাবাকে
ত/ো/র/ /ব/া/ব/া/ক/ে,তোর বাবাকে
*োর ব*বা*ে,তোর বাবাকে
ত*র বাবার,তোর বাবার
ত-ো-র- -ব-া-ব-া-র,তোর বাবার
ত/ো/র/ /ব/া/ব/া/র,তোর বাবার
ত*র***বার,তোর বাবার
তোর *ালের,তোর বালের
ত-ো-র- -ব-া-ল-ে-র,তোর বালের
ত/ো/র/ /ব/া/ল/ে/র,তোর বালের
**র*ব*লের,তোর বালের
ত*র বিচি,তোর বিচি
ত-ো-র- -ব-ি-চ-ি,তোর বিচি
ত/ো/র/ /ব/ি/চ/ি,তোর বিচি
তো* *ি**,তোর বিচি
তোর ম*কে,তোর মাকে
ত-ো-র- -ম-া-ক-ে,তোর মাকে
ত/ো/র/ /ম/া/ক/ে,তোর মাকে
তোর***ক*,তোর মাকে
তোর মা*েও,তোর মাকেও
ত-ো-র- -ম-া-ক-ে-ও,তোর মাকেও
ত/ো/র/ /ম/া/ক/ে/ও,তোর মাকেও
ত*র মা*ে*,তোর মাকেও
তোর ম*য়ের,তোর মায়ের
ত-ো-র- -ম-া-য-়-ে-র,তোর মায়ের
ত/ো/র/ /ম/া/য/়/ে/র,তোর মায়ের
তো* ***়ের,তোর মায়ের
তোর*মায়রে,তোর মায়রে
ত-ো-র- -ম-া-য়-র-ে,তোর মায়রে
ত/ো/র/ /ম/া/য়/র/ে,তোর মায়রে
তো* ম***ে,তোর মায়রে
তোর *ায়ের,তোর মায়ের
ত-ো-র- -ম-া-য়-ে-র,তোর মায়ের
ত/ো/র/ /ম/া/য়/ে/র,তোর মায়ের
তো* *া**র,তোর মায়ের
তোর *ার,তোর মার
ত-ো-র- -ম-া-র,তোর মার
ত/ো/র/ /ম/া/র,তোর মার
*োর ম*র,তোর মার
ত*র মারে,তোর মারে
ত-ো-র- -ম-া-র-ে,তোর মারে
ত/ো/র/ /ম/া/র/ে,তোর মারে
*োর **রে,তোর মারে
ত*র মাল,তোর মাল
ত-ো-র- -ম-া-ল,তোর মাল
ত/ো/র/ /ম/া/ল,তোর মাল
ত** মা*,তোর মাল
তোর মেয়*কে,তোর মেয়েকে
ত-ো-র- -ম-ে-য়-ে-ক-ে,তোর মেয়েকে
ত/ো/র/ /ম/ে/য়/ে/ক/ে,তোর মেয়েকে
*োর *ে**কে,তোর মেয়েকে
তো* রুহানি,তোর রুহানি
ত-ো-র- -র-ু-হ-া-ন-ি,তোর রুহানি
ত/ো/র/ /র/ু/হ/া/ন/ি,তোর রুহানি
তো* রুহানি,তোর রুহানি
তোর*হেডা,তোর হেডা
ত-ো-র- -হ-ে-ড-া,তোর হেডা
ত/ো/র/ /হ/ে/ড/া,তোর হেডা
ত*র হেড*,তোর হেডা
তো* হোগায়,তোর হোগায়
ত-ো-র- -হ-ো-গ-া-য়,তোর হোগায়
ত/ো/র/ /হ/ো/গ/া/য়,তোর হোগায়
তোর*হোগা*,তোর হোগায়
তোর*হোল,তোর হোল
ত-ো-র- -হ-ো-ল,তোর হোল
ত/ো/র/ /হ/ো/ল,তোর হোল
তোর*হ**,তোর হোল
তোরা ইহু*ি,তোরা ইহুদি
ত-ো-র-া- -ই-হ-ু-দ-ি,তোরা ইহুদি
ত/ো/র/া/ /ই/হ/ু/দ/ি,তোরা ইহুদি
তোরা ইহ*দি,তোরা ইহুদি
তোরা ইহুদিদ*র,তোরা ইহুদিদের
ত-ো-র-া- -ই-হ-ু-দ-ি-দ-ে-র,তোরা ইহুদিদের
ত/ো/র/া/ /ই/হ/ু/দ/ি/দ/ে/র,তোরা ইহুদিদের
*ো*া *হুদি*ের,তোরা ইহুদিদের
তো*া গরুর,তোরা গরুর
ত-ো-র-া- -গ-র-ু-র,তোরা গরুর
ত/ো/র/া/ /গ/র/ু/র,তোরা গরুর
তোরা *র**,তোরা গরুর
তোল* বাজ,তোলা বাজ
ত-ো-ল-া- -ব-া-জ,তোলা বাজ
ত/ো/ল/া/ /ব/া/জ,তোলা বাজ
তো*া বাজ,তোলা বাজ
তোলাবাজ ভাই*ো,তোলাবাজ ভাইপো
ত-ো-ল-া-ব-া-জ- -ভ-া-ই-প-ো,তোলাবাজ ভাইপো
ত/ো/ল/া/ব/া/জ/ /ভ/া/ই/প/ো,তোলাবাজ ভাইপো
তোলা*াজ **ইপো,তোলাবাজ ভাইপো
ত*যানাবাজ মুমিন,ত্যানাবাজ মুমিন
ত-্-য-া-ন-া-ব-া-জ- -ম-ু-ম-ি-ন,ত্যানাবাজ মুমিন
ত/্/য/া/ন/া/ব/া/জ/ /ম/ু/ম/ি/ন,ত্যানাবাজ মুমিন
ত্যানাবাজ মুম*ন,ত্যানাবাজ মুমিন
থান্ডা *রো,থান্ডা করো
থ-া-ন-্-ড-া- -ক-র-ো,থান্ডা করো
থ/া/ন/্/ড/া/ /ক/র/ো,থান্ডা করো
থান্ড* করো,থান্ডা করো
থাপ*পড় মেরে,থাপ্পড় মেরে
থ-া-প-্-প-ড়- -ম-ে-র-ে,থাপ্পড় মেরে
থ/া/প/্/প/ড়/ /ম/ে/র/ে,থাপ্পড় মেরে
থাপ*পড় মের*,থাপ্পড় মেরে
থালা বা*াও,থালা বাজাও
থ-া-ল-া- -ব-া-জ-া-ও,থালা বাজাও
থ/া/ল/া/ /ব/া/জ/া/ও,থালা বাজাও
*াল**বাজ*ও,থালা বাজাও
থালা *াটি,থালা বাটি
থ-া-ল-া- -ব-া-ট-ি,থালা বাটি
থ/া/ল/া/ /ব/া/ট/ি,থালা বাটি
*া*া ব**ি,থালা বাটি
থালি *াজাও,থালি বাজাও
থ-া-ল-ি- -ব-া-জ-া-ও,থালি বাজাও
থ/া/ল/ি/ /ব/া/জ/া/ও,থালি বাজাও
থা*ি*বা*াও,থালি বাজাও
দাঁত গ*লো,দাঁত গুলো
দ-া-ঁ-ত- -গ-ু-ল-ো,দাঁত গুলো
দ/া/ঁ/ত/ /গ/ু/ল/ো,দাঁত গুলো
দাঁত গুল*,দাঁত গুলো
দ*ঁত বের,দাঁত বের
দ-া-ঁ-ত- -ব-ে-র,দাঁত বের
দ/া/ঁ/ত/ /ব/ে/র,দাঁত বের
দ*ঁ* *ের,দাঁত বের
দাঁত ম*জুন,দাঁত মাজুন
দ-া-ঁ-ত- -ম-া-জ-ু-ন,দাঁত মাজুন
দ/া/ঁ/ত/ /ম/া/জ/ু/ন,দাঁত মাজুন
*া*ত মাজুন,দাঁত মাজুন
দাঁত*হলুদ,দাঁত হলুদ
দ-া-ঁ-ত- -হ-ল-ু-দ,দাঁত হলুদ
দ/া/ঁ/ত/ /হ/ল/ু/দ,দাঁত হলুদ
*াঁ* হলুদ,দাঁত হলুদ
দাঁত* মাখো,দাঁতে মাখো
দ-া-ঁ-ত-ে- -ম-া-খ-ো,দাঁতে মাখো
দ/া/ঁ/ত/ে/ /ম/া/খ/ো,দাঁতে মাখো
*াঁত* *াখো,দাঁতে মাখো
দ*ঁতের গুল,দাঁতের গুল
দ-া-ঁ-ত-ে-র- -গ-ু-ল,দাঁতের গুল
দ/া/ঁ/ত/ে/র/ /গ/ু/ল,দাঁতের গুল
**ঁতের*গু*,দাঁতের গুল
দা*গা বাজ,দাংগা বাজ
দ-া-ং-গ-া- -ব-া-জ,দাংগা বাজ
দ/া/ং/গ/া/ /ব/া/জ,দাংগা বাজ
দ*ংগা ব**,দাংগা বাজ
দাংগা লাগ*য়,দাংগা লাগায়
দ-া-ং-গ-া- -ল-া-গ-া-য়,দাংগা লাগায়
দ/া/ং/গ/া/ /ল/া/গ/া/য়,দাংগা লাগায়
**ং*া লা*া*,দাংগা লাগায়
দাঙ্গা ব*জ,দাঙ্গা বাজ
দ-া-ঙ-্-গ-া- -ব-া-জ,দাঙ্গা বাজ
দ/া/ঙ/্/গ/া/ /ব/া/জ,দাঙ্গা বাজ
দাঙ্*া ব*জ,দাঙ্গা বাজ
দাঙ্গ*বাজ দল,দাঙ্গাবাজ দল
দ-া-ঙ-্-গ-া-ব-া-জ- -দ-ল,দাঙ্গাবাজ দল
দ/া/ঙ/্/গ/া/ব/া/জ/ /দ/ল,দাঙ্গাবাজ দল
দ*ঙ্গাব*জ দল,দাঙ্গাবাজ দল
দা*্গাবাজ মোদি,দাঙ্গাবাজ মোদি
দ-া-ঙ-্-গ-া-ব-া-জ- -ম-ো-দ-ি,দাঙ্গাবাজ মোদি
দ/া/ঙ/্/গ/া/ব/া/জ/ /ম/ো/দ/ি,দাঙ্গাবাজ মোদি
দ**্গা*া* **দি,দাঙ্গাবাজ মোদি
দাঙ্গা*াজ মোদী,দাঙ্গাবাজ মোদী
দ-া-ঙ-্-গ-া-ব-া-জ- -ম-ো-দ-ী,দাঙ্গাবাজ মোদী
দ/া/ঙ/্/গ/া/ব/া/জ/ /ম/ো/দ/ী,দাঙ্গাবাজ মোদী
দা*্গ******োদী,দাঙ্গাবাজ মোদী
দাঙ্গাব*জ সর্দার,দাঙ্গাবাজ সর্দার
দ-া-ঙ-্-গ-া-ব-া-জ- -স-র-্-দ-া-র,দাঙ্গাবাজ সর্দার
দ/া/ঙ/্/গ/া/ব/া/জ/ /স/র/্/দ/া/র,দাঙ্গাবাজ সর্দার
দাঙ্*াবাজ সর*দার,দাঙ্গাবাজ সর্দার
দাজ্জালের*চাইতেও,দাজ্জালের চাইতেও
দ-া-জ-্-জ-া-ল-ে-র- -চ-া-ই-ত-ে-ও,দাজ্জালের চাইতেও
দ/া/জ/্/জ/া/ল/ে/র/ /চ/া/ই/ত/ে/ও,দাজ্জালের চাইতেও
*াজ্জ*লের*চা*তে*,দাজ্জালের চাইতেও
দাড়ি*কই,দাড়ি কই
দ-া-ড়-ি- -ক-ই,দাড়ি কই
দ/া/ড়/ি/ /ক/ই,দাড়ি কই
দাড়* কই,দাড়ি কই
দাড়ি ছ*ড়া,দাড়ি ছাড়া
দ-া-ড়-ি- -ছ-া-ড়-া,দাড়ি ছাড়া
দ/া/ড়/ি/ /ছ/া/ড়/া,দাড়ি ছাড়া
দ*ড়ি ছাড়া,দাড়ি ছাড়া
দাত গ*লো,দাত গুলো
দ-া-ত- -গ-ু-ল-ো,দাত গুলো
দ/া/ত/ /গ/ু/ল/ো,দাত গুলো
দ*ত গ**ো,দাত গুলো
দাত *্রাশ,দাত ব্রাশ
দ-া-ত- -ব-্-র-া-শ,দাত ব্রাশ
দ/া/ত/ /ব/্/র/া/শ,দাত ব্রাশ
*া* ব্*াশ,দাত ব্রাশ
দাত ম*জলে,দাত মাজলে
দ-া-ত- -ম-া-জ-ল-ে,দাত মাজলে
দ/া/ত/ /ম/া/জ/ল/ে,দাত মাজলে
*াত **জলে,দাত মাজলে
দামি প*িতা,দামি পতিতা
দ-া-ম-ি- -প-ত-ি-ত-া,দামি পতিতা
দ/া/ম/ি/ /প/ত/ি/ত/া,দামি পতিতা
*া*ি পত*ত*,দামি পতিতা
দালাল চ*টুকার,দালাল চাটুকার
দ-া-ল-া-ল- -চ-া-ট-ু-ক-া-র,দালাল চাটুকার
দ/া/ল/া/ল/ /চ/া/ট/ু/ক/া/র,দালাল চাটুকার
দ*ল*ল**াট*কার,দালাল চাটুকার
দালাল চা*চা,দালাল চামচা
দ-া-ল-া-ল- -চ-া-ম-চ-া,দালাল চামচা
দ/া/ল/া/ল/ /চ/া/ম/চ/া,দালাল চামচা
দালাল চ*ম*া,দালাল চামচা
দালা* টিভি,দালাল টিভি
দ-া-ল-া-ল- -ট-ি-ভ-ি,দালাল টিভি
দ/া/ল/া/ল/ /ট/ি/ভ/ি,দালাল টিভি
**ল*ল *ি*ি,দালাল টিভি
দ*লাল পত্রিকা,দালাল পত্রিকা
দ-া-ল-া-ল- -প-ত-্-র-ি-ক-া,দালাল পত্রিকা
দ/া/ল/া/ল/ /প/ত/্/র/ি/ক/া,দালাল পত্রিকা
দালা* পত*র*কা,দালাল পত্রিকা
দাল*ল পত্রিকার,দালাল পত্রিকার
দ-া-ল-া-ল- -প-ত-্-র-ি-ক-া-র,দালাল পত্রিকার
দ/া/ল/া/ল/ /প/ত/্/র/ি/ক/া/র,দালাল পত্রিকার
দালাল*পত্রিকার,দালাল পত্রিকার
দালাল বাজ*র,দালাল বাজার
দ-া-ল-া-ল- -ব-া-জ-া-র,দালাল বাজার
দ/া/ল/া/ল/ /ব/া/জ/া/র,দালাল বাজার
দা*াল*বাজার,দালাল বাজার
দালাল *াজারের,দালাল বাজারের
দ-া-ল-া-ল- -ব-া-জ-া-র-ে-র,দালাল বাজারের
দ/া/ল/া/ল/ /ব/া/জ/া/র/ে/র,দালাল বাজারের
দ**াল**াজার**,দালাল বাজারের
দালাল*বিবিসি,দালাল বিবিসি
দ-া-ল-া-ল- -ব-ি-ব-ি-স-ি,দালাল বিবিসি
দ/া/ল/া/ল/ /ব/ি/ব/ি/স/ি,দালাল বিবিসি
দ**াল*বি*ি*ি,দালাল বিবিসি
দালাল মিডিয*া,দালাল মিডিয়া
দ-া-ল-া-ল- -ম-ি-ড-ি-য-়-া,দালাল মিডিয়া
দ/া/ল/া/ল/ /ম/ি/ড/ি/য/়/া,দালাল মিডিয়া
দালা**মিডি**া,দালাল মিডিয়া
দালা* মেডিয়া,দালাল মেডিয়া
দ-া-ল-া-ল- -ম-ে-ড-ি-য়-া,দালাল মেডিয়া
দ/া/ল/া/ল/ /ম/ে/ড/ি/য়/া,দালাল মেডিয়া
দালা* মে*িয়*,দালাল মেডিয়া
দা*াল মোদি,দালাল মোদি
দ-া-ল-া-ল- -ম-ো-দ-ি,দালাল মোদি
দ/া/ল/া/ল/ /ম/ো/দ/ি,দালাল মোদি
দা*া**মো**,দালাল মোদি
দালাল সাংবাদ*ক,দালাল সাংবাদিক
দ-া-ল-া-ল- -স-া-ং-ব-া-দ-ি-ক,দালাল সাংবাদিক
দ/া/ল/া/ল/ /স/া/ং/ব/া/দ/ি/ক,দালাল সাংবাদিক
**লাল সাংব*দিক,দালাল সাংবাদিক
দা*াল সাংবাদিকদের,দালাল সাংবাদিকদের
দ-া-ল-া-ল- -স-া-ং-ব-া-দ-ি-ক-দ-ে-র,দালাল সাংবাদিকদের
দ/া/ল/া/ল/ /স/া/ং/ব/া/দ/ি/ক/দ/ে/র,দালাল সাংবাদিকদের
দ**াল স*ং**দ**দ*র,দালাল সাংবাদিকদের
দালা* *সিনার,দালাল *সিনার
দ-া-ল-া-ল- -*-স-ি-ন-া-র,দালাল *সিনার
দ/া/ল/া/ল/ /*/স/ি/ন/া/র,দালাল *সিনার
দাল*ল *সি*ার,দালাল *সিনার
দাল*লি করছেন,দালালি করছেন
দ-া-ল-া-ল-ি- -ক-র-ছ-ে-ন,দালালি করছেন
দ/া/ল/া/ল/ি/ /ক/র/ছ/ে/ন,দালালি করছেন
দালালি ক*ছ*ন,দালালি করছেন
দালালি কর*েন,দালালি করবেন
দ-া-ল-া-ল-ি- -ক-র-ব-ে-ন,দালালি করবেন
দ/া/ল/া/ল/ি/ /ক/র/ব/ে/ন,দালালি করবেন
*া*াল* কর***,দালালি করবেন
দাল*লি করিস,দালালি করিস
দ-া-ল-া-ল-ি- -ক-র-ি-স,দালালি করিস
দ/া/ল/া/ল/ি/ /ক/র/ি/স,দালালি করিস
দ*লালি করি*,দালালি করিস
দালা*ি করুন,দালালি করুন
দ-া-ল-া-ল-ি- -ক-র-ু-ন,দালালি করুন
দ/া/ল/া/ল/ি/ /ক/র/ু/ন,দালালি করুন
দালালি কর**,দালালি করুন
দালাল* করেছে,দালালি করেছে
দ-া-ল-া-ল-ি- -ক-র-ে-ছ-ে,দালালি করেছে
দ/া/ল/া/ল/ি/ /ক/র/ে/ছ/ে,দালালি করেছে
দাল*লি*ক*েছ*,দালালি করেছে
দালালি*করো,দালালি করো
দ-া-ল-া-ল-ি- -ক-র-ো,দালালি করো
দ/া/ল/া/ল/ি/ /ক/র/ো,দালালি করো
দ*লাল**করো,দালালি করো
দালালির*ফল,দালালির ফল
দ-া-ল-া-ল-ি-র- -ফ-ল,দালালির ফল
দ/া/ল/া/ল/ি/র/ /ফ/ল,দালালির ফল
দালাল*র ফল,দালালির ফল
দা*ালী করতে,দালালী করতে
দ-া-ল-া-ল-ী- -ক-র-ত-ে,দালালী করতে
দ/া/ল/া/ল/ী/ /ক/র/ত/ে,দালালী করতে
*ালালী কর*ে,দালালী করতে
দ*লালী করা,দালালী করা
দ-া-ল-া-ল-ী- -ক-র-া,দালালী করা
দ/া/ল/া/ল/ী/ /ক/র/া,দালালী করা
দ**ালী করা,দালালী করা
দালালী *রেন,দালালী করেন
দ-া-ল-া-ল-ী- -ক-র-ে-ন,দালালী করেন
দ/া/ল/া/ল/ী/ /ক/র/ে/ন,দালালী করেন
*ালালী*করেন,দালালী করেন
দা*ালের দল,দালালের দল
দ-া-ল-া-ল-ে-র- -দ-ল,দালালের দল
দ/া/ল/া/ল/ে/র/ /দ/ল,দালালের দল
দা*ালের দল,দালালের দল
দা*ালের বাচ্চা,দালালের বাচ্চা
দ-া-ল-া-ল-ে-র- -ব-া-চ-্-চ-া,দালালের বাচ্চা
দ/া/ল/া/ল/ে/র/ /ব/া/চ/্/চ/া,দালালের বাচ্চা
দালালের বা***া,দালালের বাচ্চা
দাস*মোদীর,দাস মোদীর
দ-া-স- -ম-ো-দ-ী-র,দাস মোদীর
দ/া/স/ /ম/ো/দ/ী/র,দাস মোদীর
দাস **দীর,দাস মোদীর
দাসি সা*্লাই,দাসি সাপ্লাই
দ-া-স-ি- -স-া-প-্-ল-া-ই,দাসি সাপ্লাই
দ/া/স/ি/ /স/া/প/্/ল/া/ই,দাসি সাপ্লাই
দা*ি স*প***ই,দাসি সাপ্লাই
দাস* সহবতের,দাসী সহবতের
দ-া-স-ী- -স-হ-ব-ত-ে-র,দাসী সহবতের
দ/া/স/ী/ /স/হ/ব/ত/ে/র,দাসী সহবতের
*া** *হবত*র,দাসী সহবতের
দুই *ানকি,দুই খানকি
দ-ু-ই- -খ-া-ন-ক-ি,দুই খানকি
দ/ু/ই/ /খ/া/ন/ক/ি,দুই খানকি
*ুই*খান*ি,দুই খানকি
দুটো জ*নিস,দুটো জিনিস
দ-ু-ট-ো- -জ-ি-ন-ি-স,দুটো জিনিস
দ/ু/ট/ো/ /জ/ি/ন/ি/স,দুটো জিনিস
*ুটো **ন*স,দুটো জিনিস
দুদু *াও,দুদু খাও
দ-ু-দ-ু- -খ-া-ও,দুদু খাও
দ/ু/দ/ু/ /খ/া/ও,দুদু খাও
দ**ু খাও,দুদু খাও
দু*ু গুলো,দুদু গুলো
দ-ু-দ-ু- -গ-ু-ল-ো,দুদু গুলো
দ/ু/দ/ু/ /গ/ু/ল/ো,দুদু গুলো
দু*ু**ুলো,দুদু গুলো
দ*দু দেখা,দুদু দেখা
দ-ু-দ-ু- -দ-ে-খ-া,দুদু দেখা
দ/ু/দ/ু/ /দ/ে/খ/া,দুদু দেখা
দুদু দ*খা,দুদু দেখা
দুদু *ার,দুদু বার
দ-ু-দ-ু- -ব-া-র,দুদু বার
দ/ু/দ/ু/ /ব/া/র,দুদু বার
দুদু***র,দুদু বার
দুধ *াব,দুধ খাব
দ-ু-ধ- -খ-া-ব,দুধ খাব
দ/ু/ধ/ /খ/া/ব,দুধ খাব
*ুধ*খাব,দুধ খাব
দ*ধ খাবে,দুধ খাবে
দ-ু-ধ- -খ-া-ব-ে,দুধ খাবে
দ/ু/ধ/ /খ/া/ব/ে,দুধ খাবে
দুধ খা*ে,দুধ খাবে
দুধ*খাবো,দুধ খাবো
দ-ু-ধ- -খ-া-ব-ো,দুধ খাবো
দ/ু/ধ/ /খ/া/ব/ো,দুধ খাবো
*ু* **বো,দুধ খাবো
দুধ*খেতে,দুধ খেতে
দ-ু-ধ- -খ-ে-ত-ে,দুধ খেতে
দ/ু/ধ/ /খ/ে/ত/ে,দুধ খেতে
দু* **তে,দুধ খেতে
দ*ধ খেয়ে,দুধ খেয়ে
দ-ু-ধ- -খ-ে-য়-ে,দুধ খেয়ে
দ/ু/ধ/ /খ/ে/য়/ে,দুধ খেয়ে
দু**খ**ে,দুধ খেয়ে
দু* খেলে,দুধ খেলে
দ-ু-ধ- -খ-ে-ল-ে,দুধ খেলে
দ/ু/ধ/ /খ/ে/ল/ে,দুধ খেলে
দু* খে*ে,দুধ খেলে
দ*ধ গুলা,দুধ গুলা
দ-ু-ধ- -গ-ু-ল-া,দুধ গুলা
দ/ু/ধ/ /গ/ু/ল/া,দুধ গুলা
*ু* গুল*,দুধ গুলা
দুধ গ*লো,দুধ গুলো
দ-ু-ধ- -গ-ু-ল-ো,দুধ গুলো
দ/ু/ধ/ /গ/ু/ল/ো,দুধ গুলো
**ধ গুলো,দুধ গুলো
দুধ চ*ষে,দুধ চুষে
দ-ু-ধ- -চ-ু-ষ-ে,দুধ চুষে
দ/ু/ধ/ /চ/ু/ষ/ে,দুধ চুষে
দ** চ*ষ*,দুধ চুষে
দুধ চো*া,দুধ চোষা
দ-ু-ধ- -চ-ো-ষ-া,দুধ চোষা
দ/ু/ধ/ /চ/ো/ষ/া,দুধ চোষা
দ*ধ চ*ষ*,দুধ চোষা
দু* টিপে,দুধ টিপে
দ-ু-ধ- -ট-ি-প-ে,দুধ টিপে
দ/ু/ধ/ /ট/ি/প/ে,দুধ টিপে
*ু***িপে,দুধ টিপে
দ*ধ দুটো,দুধ দুটো
দ-ু-ধ- -দ-ু-ট-ো,দুধ দুটো
দ/ু/ধ/ /দ/ু/ট/ো,দুধ দুটো
দু* দ*টো,দুধ দুটো
দুধ *েখা,দুধ দেখা
দ-ু-ধ- -দ-ে-খ-া,দুধ দেখা
দ/ু/ধ/ /দ/ে/খ/া,দুধ দেখা
দ** *ে*া,দুধ দেখা
দুধ*দেখাইয়া,দুধ দেখাইয়া
দ-ু-ধ- -দ-ে-খ-া-ই-য়-া,দুধ দেখাইয়া
দ/ু/ধ/ /দ/ে/খ/া/ই/য়/া,দুধ দেখাইয়া
দুধ*দেখ**য়া,দুধ দেখাইয়া
দু* দেখাও,দুধ দেখাও
দ-ু-ধ- -দ-ে-খ-া-ও,দুধ দেখাও
দ/ু/ধ/ /দ/ে/খ/া/ও,দুধ দেখাও
দু* দেখাও,দুধ দেখাও
দুধ দেখা*ে,দুধ দেখাতে
দ-ু-ধ- -দ-ে-খ-া-ত-ে,দুধ দেখাতে
দ/ু/ধ/ /দ/ে/খ/া/ত/ে,দুধ দেখাতে
**ধ *ে*াত*,দুধ দেখাতে
দুধ দ*খানো,দুধ দেখানো
দ-ু-ধ- -দ-ে-খ-া-ন-ো,দুধ দেখানো
দ/ু/ধ/ /দ/ে/খ/া/ন/ো,দুধ দেখানো
দুধ দেখ*নো,দুধ দেখানো
দ*ধ দেখিয়ে,দুধ দেখিয়ে
দ-ু-ধ- -দ-ে-খ-ি-য-়-ে,দুধ দেখিয়ে
দ/ু/ধ/ /দ/ে/খ/ি/য/়/ে,দুধ দেখিয়ে
*ুধ**ে*ি*়ে,দুধ দেখিয়ে
দুধ*দেখিয়ে,দুধ দেখিয়ে
দ-ু-ধ- -দ-ে-খ-ি-য়-ে,দুধ দেখিয়ে
দ/ু/ধ/ /দ/ে/খ/ি/য়/ে,দুধ দেখিয়ে
দুধ*দে*ি*ে,দুধ দেখিয়ে
দুধ দেখ*ই,দুধ দেখেই
দ-ু-ধ- -দ-ে-খ-ে-ই,দুধ দেখেই
দ/ু/ধ/ /দ/ে/খ/ে/ই,দুধ দেখেই
দু* *েখ*ই,দুধ দেখেই
দ*ধ ফ্রি,দুধ ফ্রি
দ-ু-ধ- -ফ-্-র-ি,দুধ ফ্রি
দ/ু/ধ/ /ফ/্/র/ি,দুধ ফ্রি
